Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
2024-07-06,1432,Tomato,Vegetables,495,20.4,77.7,12.1,0.7,15.7,685,124,Dinner,218
2024-03-29,4139,Cheese,Dairy,557,37.9,31.5,49.3,3.6,7.4,986,139,Lunch,381
2024-10-22,9655,Strawberry,Fruits,149,39.2,41.3,19.1,0.6,42.9,390,53,Dinner,701
2024-02-06,8313,Orange Juice,Beverages,578,22.4,15.2,2.0,9.3,8.6,951,183,Snack,722
2024-04-07,4076,Broccoli,Vegetables,165,12.8,23.4,36.8,6.6,41.7,19,300,Lunch,152
2024-10-05,4903,Nuts,Snacks,566,7.7,52.9,12.6,10.0,22.0,980,285,Snack,735
2024-09-24,2688,Strawberry,Fruits,269,46.0,95.8,24.9,8.5,35.0,267,256,Lunch,757
2024-08-17,8575,Quinoa,Grains,263,8.4,76.9,16.4,5.4,9.6,26,5,Dinner,295
2024-09-15,1600,Pasta,Grains,463,7.6,53.5,45.4,0.6,23.8,794,70,Snack,475
2024-11-27,2425,Chocolate,Snacks,420,34.1,41.2,39.4,4.7,41.6,269,146,Breakfast,568
2024-01-01,8434,Orange Juice,Beverages,148,49.8,35.0,44.8,2.2,40.2,598,202,Lunch,716
2024-02-03,4236,Milk,Dairy,66,7.1,62.3,41.9,5.2,31.5,783,143,Snack,612
2024-01-08,6517,Pork Chop,Meat,585,49.7,12.0,4.9,1.5,5.2,624,163,Dinner,616
2024-07-21,679,Apple,Fruits,161,44.8,22.6,9.1,5.7,17.6,453,293,Breakfast,771
2024-07-27,1909,Cookies,Snacks,546,48.6,76.7,37.2,2.9,8.6,495,166,Snack,536
2024-04-29,4279,Orange,Fruits,347,36.0,8.5,29.5,0.3,48.7,462,238,Dinner,745
2024-05-18,9751,Eggs,Meat,207,15.0,68.8,31.7,9.8,1.6,376,266,Snack,296
2024-10-29,4130,Orange,Fruits,595,36.0,14.1,37.0,7.4,36.7,95,99,Dinner,861
2024-03-19,6000,Spinach,Vegetables,271,38.9,62.5,44.1,3.9,15.5,853,196,Snack,241
2024-06-26,6132,Cookies,Snacks,596,27.2,57.8,33.1,8.5,38.3,89,152,Lunch,869
2024-01-13,2629,Tomato,Vegetables,296,9.8,11.4,7.3,8.9,3.4,382,272,Dinner,124
2024-08-10,5832,Apple,Fruits,510,32.1,83.8,21.5,6.5,16.4,422,267,Snack,529
2024-08-25,6825,Orange,Fruits,436,41.3,74.7,45.8,4.2,25.4,722,166,Breakfast,485
2024-12-14,2967,Rice,Grains,64,48.2,90.0,10.8,3.2,5.9,316,5,Snack,562
2024-07-14,1011,Orange,Fruits,507,46.7,59.8,7.2,4.0,23.5,697,27,Dinner,224
2024-06-08,8588,Butter,Dairy,114,45.8,13.1,33.2,3.0,38.4,540,239,Dinner,765
2024-05-11,5230,Grapes,Fruits,485,40.6,95.1,4.9,3.1,1.7,433,228,Snack,537
2024-06-23,7378,Water,Beverages,235,25.1,73.2,41.4,6.6,45.8,927,177,Lunch,209
2024-06-16,751,Orange,Fruits,321,14.1,69.7,25.8,1.4,49.7,522,223,Dinner,791
2024-03-24,5158,Cookies,Snacks,235,21.0,67.2,22.7,9.9,42.9,947,266,Lunch,952
2024-05-20,639,Chicken Breast,Meat,164,11.6,38.4,27.9,1.6,26.1,344,272,Lunch,900
2024-10-02,6783,Orange,Fruits,282,1.7,61.1,5.2,8.4,14.3,798,245,Snack,541
2024-04-05,8368,Grapes,Fruits,554,45.9,89.6,39.3,1.9,41.2,609,32,Dinner,618
2024-02-21,930,Green Tea,Beverages,523,16.4,72.3,35.5,5.7,0.9,533,179,Breakfast,151
2024-02-04,8855,Cheese,Dairy,428,32.1,51.8,33.6,9.1,24.8,438,222,Dinner,915
2024-03-02,7094,Pork Chop,Meat,346,31.6,11.4,30.7,2.8,12.7,950,300,Snack,963
2024-04-08,8086,Tomato,Vegetables,330,42.3,87.0,12.8,2.9,28.6,701,108,Lunch,967
2024-03-19,7803,Quinoa,Grains,358,17.6,76.8,9.9,4.9,36.6,147,206,Breakfast,524
2024-06-14,1458,Beef Steak,Meat,331,39.0,8.7,13.5,3.6,26.0,706,189,Dinner,589
2024-12-14,9024,Eggs,Meat,289,21.1,43.0,3.8,2.6,27.0,775,74,Breakfast,374
2024-09-04,7419,Broccoli,Vegetables,440,41.8,11.3,36.6,5.7,35.4,805,293,Dinner,576
2024-06-15,1043,Chips,Snacks,131,20.9,14.5,13.1,8.5,2.5,834,163,Breakfast,737
2024-04-11,3568,Spinach,Vegetables,465,14.1,69.6,49.9,7.9,46.6,701,269,Dinner,976
2024-09-16,8228,Eggs,Meat,70,29.8,47.5,31.5,9.1,18.2,456,282,Dinner,390
2024-10-13,8891,Beef Steak,Meat,463,38.3,32.0,46.2,1.6,20.1,789,265,Dinner,869
2024-06-24,8147,Cheese,Dairy,324,32.1,77.7,19.4,9.0,47.9,292,245,Dinner,822
2024-11-09,7727,Quinoa,Grains,368,46.0,99.1,29.0,4.9,49.8,284,189,Dinner,318
2024-09-10,2690,Spinach,Vegetables,193,28.4,6.1,31.8,0.8,5.0,432,49,Lunch,230
2024-10-15,2793,Orange,Fruits,396,17.6,45.5,43.4,0.6,18.6,377,283,Lunch,990
2024-06-04,3984,Pork Chop,Meat,260,16.3,26.2,22.5,0.4,34.5,696,279,Dinner,999
2024-05-09,6696,Orange,Fruits,342,38.2,22.9,33.2,2.6,36.3,292,202,Dinner,864
2024-06-15,7996,Milk,Dairy,307,35.5,30.3,32.6,5.3,20.1,878,1,Lunch,964
2024-06-16,7623,Potato,Vegetables,58,24.8,59.5,39.5,0.0,7.5,175,282,Lunch,555
2024-05-18,7142,Banana,Fruits,516,34.9,49.9,5.3,8.6,27.3,15,236,Breakfast,678
2024-09-24,7606,Pork Chop,Meat,543,21.5,14.7,17.5,9.7,42.0,97,270,Snack,318
2024-08-21,6996,Orange Juice,Beverages,497,17.4,99.3,15.9,7.7,6.0,435,41,Lunch,378
2024-11-25,3815,Orange Juice,Beverages,515,45.5,60.7,36.4,5.8,45.6,648,173,Snack,341
2024-08-04,8289,Grapes,Fruits,391,20.8,87.5,9.9,8.8,0.0,389,242,Dinner,612
2024-07-28,818,Milkshake,Beverages,566,27.2,48.8,23.4,9.9,39.8,610,101,Snack,725
2024-03-03,4061,Cookies,Snacks,144,17.4,39.1,7.7,5.6,49.3,13,278,Snack,608
2024-04-22,2933,Orange Juice,Beverages,175,29.6,99.4,39.4,5.9,3.1,165,70,Snack,541
2024-05-29,2979,Orange Juice,Beverages,368,41.2,51.4,16.3,3.3,26.9,654,97,Snack,986
2024-05-17,1154,Banana,Fruits,307,1.5,74.4,46.6,4.2,37.4,158,260,Snack,488
2024-01-21,8056,Green Tea,Beverages,582,1.7,44.7,2.6,5.9,37.2,541,237,Breakfast,726
2024-10-11,3867,Grapes,Fruits,245,41.3,95.0,29.0,6.5,23.7,940,95,Snack,554
2024-01-14,3754,Potato,Vegetables,313,19.5,39.0,16.1,1.3,27.4,298,167,Snack,508
2024-01-22,9408,Apple,Fruits,445,3.3,88.9,26.4,2.6,1.5,412,21,Breakfast,445
2024-06-21,4872,Orange Juice,Beverages,430,49.1,49.8,24.8,8.4,0.4,169,174,Dinner,856
2024-02-25,4405,Oats,Grains,243,6.7,40.3,28.8,5.6,29.0,399,3,Dinner,373
2024-05-10,3865,Oats,Grains,546,36.2,81.9,42.2,4.3,27.8,778,67,Lunch,341
2024-01-28,1402,Chicken Breast,Meat,51,31.9,91.6,43.2,6.3,38.6,326,0,Dinner,517
2024-06-01,5028,Green Tea,Beverages,280,1.2,65.5,40.5,9.8,48.2,896,17,Dinner,736
2024-07-22,4658,Beef Steak,Meat,243,21.5,22.2,32.7,9.3,5.8,791,234,Lunch,693
2024-11-21,9112,Strawberry,Fruits,421,31.4,42.1,14.3,9.4,8.7,631,82,Breakfast,977
2024-06-05,7984,Grapes,Fruits,366,29.6,64.2,26.6,7.1,15.0,757,169,Lunch,448
2024-12-14,8077,Butter,Dairy,426,10.5,67.6,13.8,8.7,2.5,820,289,Breakfast,497
2024-11-19,9229,Banana,Fruits,204,28.2,62.7,40.3,9.9,31.8,12,53,Lunch,402
2024-06-05,8624,Milkshake,Beverages,225,40.6,97.0,8.3,3.2,47.4,410,114,Lunch,806
2024-06-22,2731,Tomato,Vegetables,307,20.1,11.0,21.9,2.8,16.4,5,96,Dinner,186
2024-01-23,574,Bread,Grains,405,30.0,68.0,35.0,3.9,49.3,425,195,Lunch,221
2024-05-31,3708,Pasta,Grains,362,6.3,53.9,15.0,9.3,40.5,702,206,Dinner,220
2024-05-31,1919,Broccoli,Vegetables,234,41.8,82.1,24.4,4.8,36.7,360,69,Breakfast,144
2024-02-20,5743,Chips,Snacks,437,25.6,68.2,34.1,1.8,17.9,530,245,Breakfast,236
2024-04-26,329,Apple,Fruits,185,46.2,82.6,35.5,3.8,36.2,287,180,Dinner,572
2024-11-10,3243,Banana,Fruits,101,20.5,91.9,37.3,0.1,25.8,997,14,Breakfast,177
2024-12-09,1943,Chocolate,Snacks,210,6.7,19.3,43.4,8.8,12.2,288,69,Lunch,885
2024-08-22,1371,Carrot,Vegetables,74,22.1,88.7,23.3,8.3,17.3,522,68,Dinner,821
2024-09-06,8113,Cheese,Dairy,393,10.7,78.6,36.3,5.6,5.2,631,271,Lunch,868
2024-06-09,4801,Broccoli,Vegetables,580,39.1,63.0,8.2,5.2,11.8,376,132,Breakfast,433
2024-08-13,7063,Carrot,Vegetables,383,47.1,34.9,19.5,8.9,9.4,190,298,Dinner,917
2024-07-08,2051,Quinoa,Grains,71,22.0,41.0,15.5,0.4,29.6,656,115,Breakfast,749
2024-08-18,6319,Pork Chop,Meat,361,32.7,9.5,37.0,2.3,33.9,921,79,Lunch,488
2024-05-20,7601,Nuts,Snacks,325,39.1,93.2,48.2,1.8,7.2,98,25,Breakfast,608
2024-04-15,381,Carrot,Vegetables,161,49.5,35.7,39.5,4.8,15.9,649,171,Breakfast,388
2024-04-16,764,Butter,Dairy,95,48.9,6.2,11.1,9.1,42.9,414,257,Snack,517
2024-02-19,4472,Apple,Fruits,378,11.4,98.3,9.8,9.9,11.9,206,77,Dinner,484
2024-08-26,189,Eggs,Meat,265,23.2,51.7,44.7,2.1,14.7,811,169,Snack,242
2024-06-08,7780,Bread,Grains,75,2.0,96.5,48.1,1.7,9.2,538,85,Dinner,719
2024-07-07,4072,Banana,Fruits,244,26.1,38.5,32.6,5.4,48.9,544,107,Breakfast,220
2024-10-07,3209,Broccoli,Vegetables,298,41.0,63.3,7.6,2.3,40.7,85,55,Snack,705
2024-02-12,4205,Green Tea,Beverages,166,48.5,20.2,14.3,9.8,0.5,542,45,Lunch,968
2024-08-22,364,Strawberry,Fruits,235,48.1,54.1,14.4,4.9,30.4,283,253,Dinner,165
2024-07-20,7147,Cookies,Snacks,356,29.9,24.1,14.3,1.3,12.7,357,277,Breakfast,278
2024-03-19,3392,Carrot,Vegetables,400,31.1,45.5,37.7,7.9,47.6,332,252,Dinner,411
2024-04-12,9899,Spinach,Vegetables,137,12.4,26.3,15.3,4.3,44.6,518,35,Snack,967
2024-07-07,4042,Quinoa,Grains,379,45.9,30.7,14.8,0.2,39.7,428,150,Snack,479
2024-06-24,24,Salmon,Meat,196,46.4,44.4,39.5,9.9,44.4,403,96,Snack,949
2024-12-22,6406,Bread,Grains,66,34.2,58.7,23.3,6.1,24.3,636,13,Lunch,380
2024-05-26,5326,Milkshake,Beverages,463,22.9,57.1,49.8,6.7,44.7,249,275,Snack,204
2024-11-07,9052,Orange Juice,Beverages,88,46.2,60.0,41.4,7.3,37.5,499,198,Dinner,397
2024-10-09,3761,Chicken Breast,Meat,98,5.2,47.4,23.6,0.1,0.2,432,238,Dinner,845
2024-02-10,1109,Broccoli,Vegetables,371,45.4,95.9,12.9,5.3,9.1,548,235,Breakfast,637
2024-05-27,9791,Butter,Dairy,122,28.2,59.7,22.7,0.3,5.3,337,119,Breakfast,261
2024-04-24,9343,Green Tea,Beverages,241,49.4,68.7,26.0,2.7,26.3,374,85,Breakfast,448
2024-10-23,4230,Quinoa,Grains,278,4.5,5.4,9.9,3.2,22.0,853,100,Breakfast,729
2024-07-04,7868,Broccoli,Vegetables,319,47.8,6.7,2.2,0.4,12.6,10,50,Lunch,778
2024-10-07,1037,Spinach,Vegetables,486,40.2,89.4,37.5,4.7,24.4,850,70,Lunch,858
2024-05-11,3994,Milk,Dairy,174,49.7,40.2,36.4,3.9,7.0,946,250,Snack,863
2024-05-30,7486,Pasta,Grains,477,44.4,9.5,43.9,3.3,13.7,325,11,Snack,129
2024-11-11,7224,Chips,Snacks,211,5.1,5.5,47.5,4.0,29.9,860,98,Lunch,255
2024-05-07,8138,Grapes,Fruits,255,26.3,88.8,14.1,0.6,43.0,170,177,Lunch,695
2024-12-03,3506,Grapes,Fruits,160,6.8,35.5,41.7,6.1,3.9,961,70,Snack,279
2024-07-09,1961,Orange Juice,Beverages,345,17.0,89.9,14.2,3.4,22.4,589,151,Lunch,165
2024-11-23,4453,Eggs,Meat,429,25.2,35.6,47.8,1.8,18.2,263,192,Breakfast,606
2024-09-02,2391,Quinoa,Grains,539,35.3,40.0,5.1,2.0,37.2,749,122,Breakfast,876
2024-10-02,117,Green Tea,Beverages,454,30.9,22.8,18.9,1.7,35.9,392,77,Lunch,320
2024-11-11,2274,Coffee,Beverages,438,21.9,55.2,37.3,9.8,39.3,29,48,Breakfast,933
2024-08-15,2778,Potato,Vegetables,359,8.8,83.1,15.3,6.0,27.4,595,210,Lunch,946
2024-11-17,970,Salmon,Meat,111,17.9,52.1,45.2,0.4,18.1,758,13,Breakfast,253
2024-10-13,9535,Eggs,Meat,422,36.2,31.3,36.6,5.7,43.2,299,50,Dinner,848
2024-08-31,6217,Green Tea,Beverages,517,33.1,6.1,33.6,3.8,35.8,487,233,Snack,952
2024-06-13,3914,Nuts,Snacks,173,29.9,32.3,8.8,5.7,37.7,502,230,Breakfast,101
2024-11-21,8956,Coffee,Beverages,254,40.2,98.7,12.7,9.6,18.0,466,67,Lunch,879
2024-10-31,967,Eggs,Meat,74,30.6,31.2,44.2,1.4,44.2,190,47,Dinner,133
2024-06-19,7784,Popcorn,Snacks,374,26.5,81.0,47.8,9.0,44.5,456,257,Snack,211
2024-12-22,2268,Paneer,Dairy,475,20.5,5.5,33.7,2.4,6.0,884,172,Snack,339
2024-08-26,130,Apple,Fruits,215,33.1,11.9,20.5,6.4,37.9,749,9,Lunch,705
2024-03-20,9264,Grapes,Fruits,517,39.9,9.4,47.5,7.1,12.9,508,79,Dinner,628
2024-06-10,8190,Popcorn,Snacks,210,30.1,95.0,7.0,0.4,41.2,432,147,Snack,629
2024-07-07,5872,Chicken Breast,Meat,433,29.0,94.8,4.5,1.0,29.5,325,37,Dinner,743
2024-02-23,2872,Rice,Grains,225,23.4,58.9,6.6,5.4,16.4,167,237,Snack,502
2024-05-21,7052,Chocolate,Snacks,517,32.9,93.2,43.2,3.0,37.4,534,197,Lunch,242
2024-06-25,6179,Cheese,Dairy,417,16.6,33.4,11.9,8.7,8.7,181,41,Snack,817
2024-06-03,8801,Potato,Vegetables,85,21.9,80.0,32.5,3.5,40.7,883,268,Breakfast,898
2024-01-24,4568,Orange,Fruits,522,29.6,49.9,5.9,7.5,37.2,978,244,Breakfast,361
2024-08-03,9562,Grapes,Fruits,544,49.1,73.0,28.5,9.9,35.3,445,9,Snack,679
2024-11-28,5347,Paneer,Dairy,412,27.7,33.4,41.9,2.7,23.6,149,183,Lunch,916
2024-01-20,8669,Rice,Grains,438,19.0,77.8,17.2,5.9,36.0,348,113,Breakfast,629
2024-10-18,8702,Cheese,Dairy,360,15.0,56.7,34.1,1.0,7.9,34,29,Snack,281
2024-08-04,977,Paneer,Dairy,297,31.2,82.2,10.1,7.3,10.6,673,294,Breakfast,863
2024-02-24,71,Water,Beverages,585,23.7,78.1,29.3,4.5,24.1,13,73,Dinner,569
2024-01-07,7522,Pork Chop,Meat,304,38.4,88.5,18.7,0.7,19.7,624,29,Dinner,404
2024-11-30,8657,Popcorn,Snacks,258,6.2,6.9,48.0,0.7,47.8,846,177,Snack,746
2024-09-14,9895,Yogurt,Dairy,597,17.4,59.8,33.9,5.5,43.8,508,165,Breakfast,461
2024-07-06,3992,Orange,Fruits,351,22.1,10.0,15.7,2.7,28.0,439,120,Breakfast,901
2024-03-29,2130,Yogurt,Dairy,345,15.9,29.9,42.2,5.7,5.8,138,208,Snack,930
2024-08-31,4033,Orange,Fruits,113,39.7,91.2,15.3,9.1,17.8,245,43,Breakfast,909
2024-06-26,8795,Chips,Snacks,186,16.3,13.6,17.4,1.9,23.9,112,277,Dinner,696
2024-05-25,3242,Milk,Dairy,405,11.7,7.9,3.9,9.0,46.3,129,107,Lunch,602
2024-08-17,6955,Milk,Dairy,561,34.9,64.4,22.6,1.8,32.8,962,260,Snack,945
2024-05-28,4915,Water,Beverages,478,12.4,50.9,35.8,7.1,11.7,806,210,Breakfast,318
2024-12-12,8676,Coffee,Beverages,165,22.5,5.7,2.9,5.5,34.4,29,133,Dinner,948
2024-10-01,2506,Strawberry,Fruits,336,44.1,30.4,35.2,9.4,22.2,550,227,Dinner,903
2024-07-18,4770,Quinoa,Grains,592,13.1,49.8,24.5,1.9,29.2,802,297,Lunch,501
2024-02-16,5464,Pasta,Grains,244,45.5,21.4,25.7,1.9,22.2,918,220,Breakfast,309
2024-03-16,5756,Pork Chop,Meat,452,27.3,42.7,10.1,9.3,42.7,498,230,Lunch,487
2024-09-10,8280,Carrot,Vegetables,363,3.9,8.2,16.3,2.4,17.8,877,64,Breakfast,324
2024-11-14,1944,Apple,Fruits,111,41.4,28.4,22.9,7.3,4.6,940,186,Breakfast,575
2024-08-18,4923,Paneer,Dairy,217,7.6,68.7,25.0,2.4,0.2,278,247,Breakfast,837
2024-09-14,4586,Cheese,Dairy,525,37.2,38.7,5.3,0.3,20.7,693,229,Breakfast,657
2024-10-24,4231,Tomato,Vegetables,501,12.2,27.9,2.0,5.2,20.0,512,109,Lunch,792
2024-08-12,5429,Milkshake,Beverages,352,29.3,66.4,4.3,3.1,26.8,619,235,Breakfast,540
2024-12-08,9339,Apple,Fruits,312,47.1,71.0,33.9,0.2,18.4,746,198,Lunch,241
2024-07-24,806,Butter,Dairy,442,47.4,54.1,46.4,0.8,39.5,883,74,Dinner,847
2024-07-20,4341,Milk,Dairy,482,15.2,97.4,38.7,7.2,44.5,464,27,Breakfast,924
2024-11-20,87,Eggs,Meat,553,35.9,98.0,9.0,9.0,17.0,222,287,Dinner,599
2024-12-23,9540,Oats,Grains,294,12.4,95.1,41.3,2.5,23.9,51,163,Snack,881
2024-12-02,3373,Eggs,Meat,159,44.8,7.1,49.3,7.9,6.2,92,12,Lunch,319
2024-04-02,6359,Cookies,Snacks,88,5.1,27.4,47.9,8.5,31.8,242,247,Lunch,861
2024-09-06,4609,Cookies,Snacks,265,48.2,38.0,12.4,8.7,8.5,148,81,Lunch,450
2024-05-11,4006,Water,Beverages,372,24.8,85.6,1.3,8.1,47.8,714,231,Snack,389
2024-03-21,8103,Oats,Grains,469,11.6,96.0,33.5,8.8,24.8,404,111,Dinner,113
2024-09-19,8895,Orange,Fruits,540,29.5,83.3,6.3,7.3,6.5,921,202,Lunch,605
2024-03-28,9762,Popcorn,Snacks,328,33.0,8.8,1.2,4.2,17.0,360,291,Snack,824
2024-07-05,3666,Rice,Grains,69,49.5,50.4,9.3,9.8,13.2,237,273,Snack,656
2024-09-12,611,Cheese,Dairy,201,40.2,74.6,32.3,0.4,13.4,194,115,Breakfast,617
2024-05-16,6120,Rice,Grains,317,31.2,15.7,35.4,2.7,44.0,497,222,Breakfast,778
2024-12-03,7903,Carrot,Vegetables,483,20.2,51.3,3.3,5.2,5.7,975,80,Dinner,894
2024-12-23,6296,Orange Juice,Beverages,80,18.1,57.7,6.0,5.8,8.2,730,291,Snack,916
2024-04-22,4090,Chicken Breast,Meat,297,36.1,92.0,25.4,0.6,36.4,119,92,Lunch,555
2024-04-02,4023,Strawberry,Fruits,583,25.6,93.3,46.9,6.3,24.0,107,131,Snack,585
2024-07-11,2194,Chocolate,Snacks,153,28.3,79.2,33.0,1.6,10.4,886,276,Snack,246
2024-12-27,6499,Bread,Grains,398,40.8,88.9,46.5,1.2,39.8,808,46,Dinner,130
2024-08-06,989,Grapes,Fruits,383,14.2,77.0,5.8,0.7,44.3,375,133,Breakfast,140
2024-03-23,1382,Rice,Grains,421,29.8,83.9,16.1,5.0,2.9,572,135,Dinner,923
2024-06-26,5040,Carrot,Vegetables,207,45.4,9.7,42.6,3.2,35.6,22,256,Lunch,174
2024-04-19,7262,Strawberry,Fruits,434,42.5,78.7,40.3,9.7,38.9,378,136,Dinner,736
2024-01-06,9013,Nuts,Snacks,595,21.4,44.3,16.0,2.3,25.1,39,271,Dinner,747
2024-05-20,8610,Carrot,Vegetables,379,27.7,29.6,16.6,6.7,41.9,379,248,Snack,827
2024-03-01,2077,Yogurt,Dairy,400,25.8,91.0,5.0,9.4,37.4,219,53,Dinner,308
2024-10-16,881,Yogurt,Dairy,255,35.4,25.3,49.8,8.8,32.2,918,44,Snack,591
2024-07-23,7832,Nuts,Snacks,545,41.2,52.3,33.0,6.8,12.0,696,149,Lunch,390
2024-05-31,3633,Carrot,Vegetables,412,42.8,48.7,14.3,9.2,18.7,891,217,Lunch,125
2024-08-01,7758,Tomato,Vegetables,397,33.7,60.7,25.6,9.3,12.8,959,142,Breakfast,995
2024-11-20,6139,Broccoli,Vegetables,394,2.6,63.2,45.4,9.0,34.8,899,9,Dinner,701
2024-12-22,6737,Tomato,Vegetables,211,39.2,43.0,35.7,3.1,19.7,116,194,Dinner,964
2024-08-05,6586,Paneer,Dairy,261,38.7,47.9,46.6,4.9,19.7,61,236,Snack,929
2024-03-24,7749,Water,Beverages,451,42.9,42.6,41.5,3.3,17.8,186,40,Breakfast,883
2024-02-02,6637,Chicken Breast,Meat,319,11.2,65.5,29.0,9.1,38.8,907,295,Lunch,667
2024-08-20,7669,Milk,Dairy,267,49.4,83.5,44.6,7.4,21.4,804,162,Snack,601
2024-03-07,8794,Yogurt,Dairy,325,13.4,89.3,41.5,3.6,43.0,418,144,Snack,248
2024-07-26,4960,Green Tea,Beverages,570,22.2,77.9,11.6,7.7,8.5,421,271,Lunch,854
2024-06-09,5076,Quinoa,Grains,85,34.3,90.3,12.8,5.4,4.7,481,64,Lunch,222
2024-04-07,9637,Cheese,Dairy,215,28.2,82.9,17.9,9.0,19.3,180,181,Dinner,676
2024-10-11,6525,Yogurt,Dairy,384,18.3,74.2,23.1,2.0,24.4,388,38,Dinner,431
2024-01-25,8181,Carrot,Vegetables,113,36.0,23.3,18.9,4.3,29.1,11,178,Dinner,957
2024-10-22,7725,Cheese,Dairy,566,28.3,47.2,29.2,0.6,48.5,319,40,Dinner,578
2024-11-02,7446,Eggs,Meat,261,4.7,42.8,33.2,6.8,1.3,59,172,Lunch,225
2024-11-28,1735,Potato,Vegetables,218,25.8,35.6,1.6,2.4,22.5,53,94,Snack,364
2024-02-11,4726,Eggs,Meat,157,10.6,6.2,34.4,3.7,1.3,2,292,Lunch,618
2024-09-15,1856,Chocolate,Snacks,531,20.9,39.8,39.4,2.4,46.5,431,242,Snack,433
2024-05-06,7516,Green Tea,Beverages,252,7.1,79.8,23.1,4.7,36.5,56,30,Dinner,529
2024-03-19,6093,Milk,Dairy,174,13.3,57.6,2.1,6.8,16.1,143,86,Snack,594
2024-12-15,8433,Nuts,Snacks,411,2.7,19.0,35.0,1.8,36.9,679,146,Dinner,711
2024-10-08,350,Salmon,Meat,160,2.6,27.6,4.0,6.0,26.1,815,61,Snack,886
2024-02-28,1147,Butter,Dairy,548,29.0,32.7,3.9,3.4,17.9,689,44,Lunch,946
2024-02-23,7672,Eggs,Meat,193,44.0,57.6,35.1,5.8,35.2,462,209,Snack,135
2024-10-24,1684,Quinoa,Grains,310,45.4,16.2,36.9,8.1,41.1,395,246,Snack,242
2024-10-08,1718,Cheese,Dairy,304,4.6,88.5,37.9,9.6,40.9,121,21,Breakfast,196
2024-02-10,20,Bread,Grains,160,3.3,65.3,4.2,1.9,13.3,47,218,Dinner,204
2024-11-11,7849,Paneer,Dairy,441,42.9,16.4,14.3,2.2,4.5,859,97,Dinner,364
2024-08-25,1047,Beef Steak,Meat,190,37.2,39.4,27.3,5.9,29.3,968,124,Snack,936
2024-12-12,3690,Nuts,Snacks,159,18.5,19.0,2.3,0.6,1.0,893,276,Dinner,711
2024-12-08,9415,Popcorn,Snacks,152,27.1,76.7,48.3,5.0,36.8,949,182,Lunch,846
2024-01-09,605,Grapes,Fruits,159,43.5,40.4,3.8,5.9,13.5,12,81,Dinner,728
2024-04-29,2766,Milk,Dairy,502,9.0,82.4,24.7,0.8,42.2,185,146,Dinner,695
2024-03-13,5863,Butter,Dairy,528,36.3,94.6,10.4,5.6,14.3,100,70,Lunch,330
2024-10-15,6511,Banana,Fruits,432,42.4,87.7,12.4,6.4,21.7,771,46,Lunch,548
2024-04-28,378,Eggs,Meat,488,35.5,84.0,43.3,1.5,12.6,961,276,Lunch,330
2024-07-09,3685,Water,Beverages,301,41.7,88.3,4.0,9.7,17.1,288,255,Breakfast,188
2024-09-15,8885,Tomato,Vegetables,92,22.3,98.6,2.3,3.9,45.5,746,198,Lunch,833
2024-04-20,2006,Milk,Dairy,310,45.1,57.0,36.0,9.4,23.9,791,162,Lunch,218
2024-08-08,5289,Strawberry,Fruits,567,32.6,75.9,7.4,6.7,23.8,883,168,Lunch,109
2024-04-13,9473,Carrot,Vegetables,498,27.5,91.6,25.5,2.5,13.7,745,271,Lunch,149
2024-12-21,5090,Strawberry,Fruits,385,45.1,17.3,21.0,5.5,0.6,999,150,Dinner,648
2024-05-07,5628,Quinoa,Grains,231,13.9,64.7,3.7,8.4,8.4,516,201,Breakfast,399
2024-02-20,9043,Yogurt,Dairy,511,38.3,52.9,32.2,8.1,8.6,747,220,Dinner,909
2024-07-01,9603,Grapes,Fruits,477,35.2,7.6,1.5,6.2,9.0,253,115,Dinner,960
2024-11-19,8,Nuts,Snacks,451,31.2,51.1,33.2,9.6,23.9,231,246,Dinner,330
2024-07-11,9433,Milkshake,Beverages,129,22.2,25.2,21.5,7.0,41.2,69,29,Snack,145
2024-12-15,3376,Rice,Grains,240,8.5,92.7,6.2,8.2,16.0,468,104,Lunch,857
2024-06-15,475,Milk,Dairy,289,21.1,34.0,31.9,6.1,48.3,207,274,Snack,580
2024-02-17,8822,Grapes,Fruits,487,26.0,39.4,15.1,6.7,43.3,756,214,Snack,633
2024-08-16,2985,Banana,Fruits,216,32.9,43.0,8.1,4.8,48.0,471,208,Lunch,882
2024-04-30,8208,Pork Chop,Meat,92,42.6,59.7,48.6,8.9,46.7,225,132,Snack,801
2024-12-28,4836,Beef Steak,Meat,384,13.0,50.7,46.9,1.5,21.8,562,276,Snack,525
2024-08-16,2570,Paneer,Dairy,247,44.8,32.8,2.7,3.9,42.9,625,13,Dinner,187
2024-04-08,4720,Bread,Grains,92,15.8,89.5,4.1,8.8,42.5,177,20,Breakfast,383
2024-06-19,1160,Bread,Grains,596,12.7,73.5,27.8,5.8,45.6,615,40,Breakfast,259
2024-06-12,2743,Milk,Dairy,272,24.1,36.8,35.6,1.3,28.2,391,153,Dinner,798
2024-06-26,5311,Milk,Dairy,463,25.8,47.4,39.0,7.7,34.0,986,72,Breakfast,570
2024-12-20,6748,Paneer,Dairy,495,4.9,16.4,26.8,7.0,27.2,732,263,Dinner,489
